2021-07-31 17:57:42,738 [Worker-1: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2021-08-01 01:28:48,018 [Worker-207: Search the Maven coordinates for C:\java\apache-tomcat-7.0.108-windows-x64\apache-tomcat-7.0.108\lib\tomcat-coyote.jar] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-coyote/7.0.108/tomcat-coyote-7.0.108.jar
2021-08-01 01:28:48,025 [Worker-208: Search the Maven coordinates for C:\java\apache-tomcat-7.0.108-windows-x64\apache-tomcat-7.0.108\lib\tomcat-dbcp.jar] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-dbcp/7.0.108/tomcat-dbcp-7.0.108.jar
2021-08-01 01:28:48,037 [Worker-192: Search the Maven coordinates for C:\java\apache-tomcat-7.0.108-windows-x64\apache-tomcat-7.0.108\lib\catalina-ha.jar] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-catalina-ha/7.0.108/tomcat-catalina-ha-7.0.108.jar
2021-08-01 01:28:48,038 [Worker-197: Search the Maven coordinates for C:\java\apache-tomcat-7.0.108-windows-x64\apache-tomcat-7.0.108\lib\catalina-tribes.jar] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-tribes/7.0.108/tomcat-tribes-7.0.108.jar
2021-08-01 01:28:48,038 [Worker-205: Search the Maven coordinates for C:\java\apache-tomcat-7.0.108-windows-x64\apache-tomcat-7.0.108\lib\servlet-api.jar] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-servlet-api/7.0.108/tomcat-servlet-api-7.0.108.jar
2021-08-01 01:28:48,060 [Worker-202: Search the Maven coordinates for C:\java\apache-tomcat-7.0.108-windows-x64\apache-tomcat-7.0.108\lib\jasper.jar] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-jasper/7.0.108/tomcat-jasper-7.0.108.jar
2021-08-01 01:28:48,080 [Worker-200: Search the Maven coordinates for C:\java\apache-tomcat-7.0.108-windows-x64\apache-tomcat-7.0.108\lib\el-api.jar] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-el-api/7.0.108/tomcat-el-api-7.0.108.jar
2021-08-01 01:28:48,115 [Worker-203: Search the Maven coordinates for C:\java\apache-tomcat-7.0.108-windows-x64\apache-tomcat-7.0.108\lib\jsp-api.jar] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-jsp-api/7.0.108/tomcat-jsp-api-7.0.108.jar
2021-08-01 01:28:48,136 [Worker-219: Search the Maven coordinates for C:\java\apache-tomcat-7.0.108-windows-x64\apache-tomcat-7.0.108\lib\websocket-api.jar] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-websocket-api/7.0.108/tomcat-websocket-api-7.0.108.jar
2021-08-01 01:28:48,139 [Worker-216: Search the Maven coordinates for C:\java\apache-tomcat-7.0.108-windows-x64\apache-tomcat-7.0.108\lib\tomcat-jdbc.jar] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-jdbc/7.0.108/tomcat-jdbc-7.0.108.jar
2021-08-01 01:28:48,166 [Worker-215: Search the Maven coordinates for C:\java\apache-tomcat-7.0.108-windows-x64\apache-tomcat-7.0.108\lib\tomcat-i18n-zh-CN.jar] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-i18n-zh-CN/7.0.108/tomcat-i18n-zh-CN-7.0.108.jar
2021-08-01 01:28:48,169 [Worker-217: Search the Maven coordinates for C:\java\apache-tomcat-7.0.108-windows-x64\apache-tomcat-7.0.108\lib\tomcat-util.jar] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-util/7.0.108/tomcat-util-7.0.108.jar
